,index,foundation,voterank,eigenvector,degree,pagerank,closeness,newman,subgraph,average
19166,74920.0,2010.0,,,,,,,,
19177,240406.0,2009.0,1569.0,0.0001005969408176,0.001555882098712,5.119911487573279e-05,0.2610354020744276,0.0,1.910513541789416e+131,45.333333333333336
19183,87281.0,2010.0,,0.0002461049179759,0.001555882098712,4.7916524644070063e-05,0.2617503930059652,0.0,1.1391543260450945e+132,75.77777777777777
19184,79895.0,2008.0,2443.0,0.0015765856503882,0.0043218947186446,9.786975153846556e-05,0.3116293423641341,0.0007799106792947,4.687781857966122e+133,183.98
19189,337322.0,2010.0,3228.0,6.298945464699367e-05,0.0011236926268476,8.009302904540076e-05,0.2591639544520155,0.0003542968418133,7.486901559029216e+130,37.38461538461539
19200,439514.0,2009.0,,,,,,,,
19204,74461.0,2010.0,8435.0,1.711296641193913e-06,0.0003205128205128,2.7186246904142063e-05,0.2180219791626742,0.0,1.02082129149355e+143,20.4
19205,268389.0,2010.0,,9.959006879087076e-11,4.6687520425790186e-05,1.5057386396731792e-05,0.1506894351225535,,6.241997032253189e+148,4.0
19223,87793.0,2009.0,1135.0,9.270554910612796e-05,0.0077794104935603,0.0001065595892097,0.2671626205248695,9.193839452923843e-05,1.618780817263954e+131,94.17777777777778
19247,88060.0,2005.0,,0.0001477937898208,0.0009337504085158,2.050456073397781e-05,0.2629486702911736,,1.3739109159483618e+161,101.55
19283,102368.0,2009.0,,1.173441986993891e-07,8.643789437289307e-05,2.018597007505315e-05,0.2017766440544793,0.0,2.59505168916244e+125,7.0
19312,222017.0,2010.0,,,,,,,,
19349,88630.0,2006.0,2148.0,0.0007174477387746,0.0032846399861699,9.85444870421063e-05,0.301627675605549,0.0007844033640182,9.70693400826124e+132,122.86842105263158
19376,87327.0,2007.0,2874.0,0.0001250981767722,0.0017287578874578,5.220583499278109e-05,0.2668523871741536,4.179444300370399e-06,2.952554491089156e+131,50.15
19389,88986.0,2008.0,6998.0,0.0002790041417661,0.0031117641974241,6.419079894800776e-05,0.2864285839007022,0.0,1.4684662218065133e+132,106.02777777777776
19409,89148.0,2005.0,,,,,,,,
19412,85389.0,2009.0,5843.0,0.0010731904820205,0.0036303915636615,6.393552440569497e-05,0.3129733127436675,0.0002105641769362,2.1717194832451545e+133,176.26190476190476
19421,373836.0,2010.0,827.0,0.0007817426460693,0.005576923076923,0.0001286660418911,0.2848697514712186,0.0003841538737051,2.1324015027813248e+148,91.33333333333331
19431,228212.0,2006.0,2202.0,0.0004276601398924,0.0012101305212205,2.575857832674676e-05,0.2923985577176516,0.0,3.440092477321091e+132,245.07142857142856
19440,89328.0,2000.0,,,,,,,,
19442,226694.0,2010.0,9351.0,0.0090906540329599,0.0123717948717948,9.484696863765204e-05,0.3249771396256237,0.0001154192680721,2.883101722563467e+150,332.05699481865287
19466,89508.0,2004.0,,,,,,,,
19501,89980.0,2000.0,2675.0,0.0022701735516856,0.0061370905004754,0.0001077633711929,0.3206146688713115,0.0005440937302363,9.726477029913383e+133,189.2676056338028
19508,90036.0,2005.0,3654.0,0.0001005979158505,0.0016423199930849,6.431906553912958e-05,0.2610424620463559,0.0001579015892019,1.910550580106344e+131,42.94736842105263
19546,142021.0,2010.0,3970.0,2.137534651272335e-07,0.002420261042441,8.582159666250248e-05,0.2023731782798725,0.0,8.412663853297223e+125,30.535714285714285
19585,90463.0,2010.0,5403.0,5.085785435901532e-05,0.0005128205128205,2.9898372826634424e-05,0.2479200943164702,2.5102669911880432e-05,9.021763945907545e+145,55.5
19599,90577.0,2008.0,5542.0,5.6915307118975845e-06,0.0006915031549831,5.360447358451778e-05,0.2337672929592608,0.0,6.1113524728140824e+128,15.75
19622,431079.0,2010.0,7580.0,2.3021689027220005e-07,0.0002593136831186,4.900936949463102e-05,0.2019455159999573,0.0,1.0013564894520478e+126,7.333333333333333
19629,408841.0,2009.0,,,,,,,,
19646,246194.0,2008.0,9186.0,5.83056397521052e-05,0.0008643789437289,2.4887536766124787e-05,0.2632639788255403,2.9741245576685814e-06,6.411920194527884e+130,118.9
19661,91128.0,2004.0,,,,,,,,
19667,91204.0,2002.0,9596.0,0.0001538190584774,0.0010372547324747,3.062078115867148e-05,0.2756628678405724,0.0,4.46244000380381e+131,106.08333333333331
19676,93127.0,2008.0,10442.0,6.499860274828216e-05,0.0001728757887457,1.8809161335215887e-05,0.2480540732896931,2.2196494942248268e-06,7.980562711474717e+130,108.5
19699,85639.0,2008.0,,,,,,,,
19716,21109.0,2007.0,3749.0,0.0001112938876793,0.0010372547324747,6.225264366832266e-05,0.2609154409521508,5.2721178244976286e-05,2.3389790897820946e+131,59.583333333333336
19719,358815.0,2009.0,307.0,0.0009850958901856,0.0167689515083412,0.0001011259944799,0.2856148904122736,0.0,1.6966116695427336e+133,210.1443298969072
19733,83347.0,2008.0,8348.0,2.483238915076433e-31,7.497938067031566e-05,7.49737591842855e-05,7.497938067031566e-05,0.0,1.5430806348152435,1.0
19746,91853.0,2010.0,2715.0,0.0002456474602383,0.0027660126199325,7.535930210738481e-05,0.2764366029414853,0.0003965511007554,1.1384076787213981e+132,85.625
19752,91979.0,2007.0,,0.0164649310002053,0.0134843115221713,9.895991046237762e-05,0.3407754825301685,0.0,5.1177442840304516e+135,444.7884615384616
19820,92793.0,2010.0,,,,,,,,
19840,93081.0,2010.0,7602.0,0.0005331425178723,0.0019230769230769,3.141054633750429e-05,0.2804358795354812,0.0,9.923529423038884e+147,154.26666666666668
19873,93629.0,2010.0,,,,,,,,
19911,94082.0,2005.0,4582.0,0.0065087358420761,0.0110640504797303,0.0001048967173969,0.3327971861148183,0.0001045577704674,7.997053047091735e+134,260.9921875
19942,94412.0,2006.0,7316.0,4.520034953751431e-31,8.643789437289307e-05,8.643042350907519e-05,8.643789437289307e-05,0.0,1.5430806348152435,1.0
19949,88392.0,2010.0,,5.259591654348629e-06,9.337504085158036e-05,1.2825658756608446e-05,0.2215733560075424,,1.6200546032063536e+158,258.5
19964,158403.0,2010.0,,4.8328673300798353e-29,0.0001499587613406,7.49737591842855e-05,0.0001499587613406,0.0,2.7082716604245114,2.0
19966,409872.0,2009.0,6441.0,2.997472963488611e-06,0.0008643789437289,5.3596785852303885e-05,0.229820796525989,1.315683814857905e-05,1.6938330161739623e+128,17.2
19971,94623.0,2009.0,,9.45522553790045e-05,9.337504085158036e-05,7.788844850402474e-06,0.2491376207433786,,5.623467411892225e+160,455.5
19985,388772.0,2003.0,4356.0,6.706650719894158e-05,0.0032846399861699,8.495575055976403e-05,0.2617858903605186,0.0,8.480956871622913e+130,56.44736842105263
19987,94744.0,2006.0,12292.0,6.33279547708945e-05,0.000274529182452,1.7105401759583185e-05,0.2490303944683616,0.0,9.598565222476191e+151,116.0
20015,271833.0,2009.0,7944.0,1.3244219688301383e-05,0.0005186273662373,4.870418375011144e-05,0.2446958724191755,0.0,3.3016988558942013e+129,47.16666666666666
20030,235065.0,2005.0,6464.0,0.0003321287215178,0.001555882098712,4.804070567570394e-05,0.2851676414259281,7.888053438990898e-05,2.080935318373117e+132,112.0
20036,95059.0,2008.0,2003.0,9.21740628273423e-05,0.003198202091797,0.0001026882675013,0.2694674183846658,0.0001151019436214,1.6027020430510541e+131,44.91891891891892
20037,95163.0,2007.0,,4.8355310833249216e-05,8.643789437289307e-05,1.3556665061487453e-05,0.2474182002487044,0.0,4.415520027240864e+130,159.0
20039,87137.0,2010.0,4480.0,0.0002080138124692,0.0012101305212205,4.19305963427288e-05,0.2708208421028076,2.342876920844617e-05,8.160974206266886e+131,73.92857142857143
20049,95191.0,2006.0,8069.0,6.326107039141531e-06,0.0006915031549831,4.231631436495219e-05,0.2390120348596395,0.0,7.50984728707315e+128,20.375
20051,95203.0,2007.0,,5.140773117633919e-05,0.0001194600406164,8.067533045307183e-06,0.2421079060822441,,5.916312817068323e+170,275.0
20078,95382.0,2009.0,,,,,,,,
20079,338933.0,2010.0,,3.146035098700076e-07,0.0001098116729808,1.1391785622641857e-05,0.1985370637841506,6.87816208369289e-08,2.3689187016024704e+147,29.0
20100,95621.0,2000.0,,2.786257930326571e-32,0.0001400625612773,4.668534080298785e-05,0.0001400625612773,,5.297293811675504,3.0
20102,95636.0,2009.0,5361.0,9.662448097657668e-06,0.0005186273662373,4.019632703128692e-05,0.2382980024122154,6.930908793645384e-06,1.7617624791432377e+129,18.33333333333333
20104,95651.0,2007.0,,0.0001644215681614,0.0010353203520089,2.0266441612390616e-05,0.261008168878629,,6.0734178021259465e+171,125.26923076923076
20116,95725.0,2000.0,8316.0,1.3610120173782382e-05,0.0004321894718644,2.5053170064159416e-05,0.2403212985334884,0.0,3.469202296582756e+129,46.6
20119,95743.0,2001.0,2375.0,6.753422784315331e-05,0.0035439536692886,0.0001005982690815,0.263551526178307,9.23344142424144e-05,8.599468052411685e+130,52.97560975609756
20154,96004.0,2010.0,,3.546756899966003e-06,0.0001728757887457,2.585274684436283e-05,0.2303363480347937,0.0,2.374377544327542e+128,25.0
20161,96109.0,2001.0,7094.0,4.520034953751431e-31,8.643789437289307e-05,8.643042350907519e-05,8.643789437289307e-05,0.0,1.5430806348152426,1.0
20164,96135.0,2010.0,,,,,,,,
20171,230129.0,2009.0,,0.0022271064129767,0.0030253263030512,3.803366324977468e-05,0.3183306065864763,0.0,9.361180698234406e+133,329.6857142857143
20187,237581.0,2010.0,5285.0,0.007756948524463,0.01048701476967,8.716095522086395e-05,0.3182421120797259,0.0001272639899486,1.4398557392890505e+156,320.5287958115183
20203,96357.0,2008.0,,0.0002224412665119,0.0008974358974358,1.982083766535412e-05,0.265901928099174,0.0,1.725570074320765e+147,141.64285714285714
20205,65035.0,2009.0,,1.1117579264489477e-07,5.490583649041893e-05,1.0379489663984038e-05,0.1935772559920383,0.0,2.9497269543122655e+146,26.0
20215,96442.0,2009.0,,0.0007596918694802,0.0106717636283996,7.294835148811506e-05,0.2812941673025155,,1.2440058205622239e+173,284.7014925373134
20224,96529.0,2004.0,,,,,,,,
20238,232618.0,2010.0,8299.0,0.0007992572149535,0.0013830063099662,2.9034743186697533e-05,0.2973164523211645,3.0482358092234946e-05,1.2057876532783774e+133,252.4375
20242,96677.0,2010.0,2461.0,0.0023222235807775,0.0044947705073904,7.634742627970692e-05,0.3224785830839279,0.0004339551807077,1.0176009868036872e+134,238.57692307692307
20264,96892.0,2009.0,9260.0,0.0009179756859508,0.0011236926268476,2.1532635510079484e-05,0.2916475491539844,0.0,1.5898079229482418e+133,330.6923076923077
20266,121881.0,2007.0,6584.0,1.14157565824619e-05,0.0008643789437289,5.4046310343600255e-05,0.2428366122805304,0.0,2.4584611607735267e+129,26.8
20269,96912.0,2000.0,,1.3711853736796076e-07,8.643789437289307e-05,1.803493041160785e-05,0.2005898952906865,0.0,3.551374473508566e+125,11.0
20270,96963.0,2005.0,,,,,,,,
20275,97076.0,2008.0,5109.0,0.000179932332148,0.0022473852536952,5.7837027223483e-05,0.2715293982924088,0.0,6.108084027467233e+131,84.07692307692308
20278,136825.0,2006.0,8169.0,1.14157565824619e-05,0.0008643789437289,5.4046310343600255e-05,0.2428366122805304,0.0,2.458461160773524e+129,26.8
20288,93167.0,2009.0,,1.447537437071442e-05,0.0003205128205128,1.4672679625656796e-05,0.2377498523475373,0.0,7.160079254165977e+144,81.8
20295,97160.0,2008.0,8554.0,0.0029854504251249,0.0049269599792549,4.988693741340679e-05,0.3187195453456382,0.0,1.6813991324666652e+134,281.10526315789474
20300,96519.0,2006.0,,,,,,,,
20386,97853.0,2009.0,,0.0005201222105961,0.001540688174051,2.486939043888114e-05,0.2762345740561437,,1.7030503775160924e+162,199.1818181818182
20393,295103.0,2009.0,,,,,,,,
20400,186005.0,2010.0,2160.0,8.796869735803032e-29,0.0001728757887457,8.643042350907519e-05,0.0001728757887457,0.0,2.7082716604245114,2.0
20426,98201.0,2003.0,,,,,,,,
20440,98252.0,2005.0,,,,,,,,
20449,98311.0,2008.0,6203.0,2.4098552896076326e-05,0.0003457515774915,3.904153041639728e-05,0.2357774084351661,1.2356467836253016e-05,1.0976951398772172e+130,37.0
20466,98399.0,2010.0,6368.0,0.0029854504251249,0.0049269599792549,4.988693741340679e-05,0.3187195453456382,0.0,1.6813991324666662e+134,281.10526315789474
20502,98671.0,2010.0,2515.0,2.677486181994986e-05,0.0018151957818307,6.796709739125456e-05,0.2575319918806223,3.748552888707577e-05,1.350439858687902e+130,38.47619047619048
20517,296631.0,2007.0,7983.0,2.0809683682631677e-06,0.0006050652606102,4.802908106094312e-05,0.2197582876070574,0.0,8.179014262813017e+127,20.428571428571427
20539,99012.0,2010.0,,0.0170564761430995,0.0144731313319949,9.33719963615294e-05,0.3175044729355039,,1.8313437157222973e+165,430.51935483870966
20555,99171.0,2009.0,6246.0,3.447296880709876e-10,0.0003457515774915,6.614885760641169e-05,0.1644424300899915,0.0,2.2250071375629065e+120,5.75
20591,233314.0,2009.0,7471.0,1.826014667576157e-28,0.0001728757887457,8.454489551200278e-05,0.000194485262339,0.0,2.7829804022103874,2.5
20592,339021.0,2001.0,,9.845730825235983e-29,8.643789437289307e-05,4.808290706919982e-05,0.0001555882098712,0.0,1.661113755913303,3.0
20597,99556.0,2004.0,,,,,,,,
20598,185350.0,2010.0,1647.0,8.41520290482793e-05,0.0033710778805428,7.751732556925254e-05,0.262262485508993,0.0,1.3359600946790205e+131,51.38461538461539
20624,99721.0,2008.0,7616.0,4.237884971752492e-06,0.0002593136831186,3.470141209446873e-05,0.2318301345495631,0.0,3.3901196175636486e+128,18.0
20637,99797.0,2007.0,,,,,,,,
20645,99825.0,2009.0,5885.0,0.0008746307295214,0.0031117641974241,5.042295084926052e-05,0.294638988695951,0.0,1.443505685827343e+133,151.13888888888889
20649,99875.0,2008.0,7411.0,2.8994202503049615e-05,0.0005998350453625,2.3791547557756464e-05,0.2525326613451946,1.7360973877424374e-06,2.6416350085072204e+136,64.75
20655,228287.0,2009.0,2417.0,0.0126336779216824,0.0165960757195954,0.0001624580885688,0.3385165541421844,0.0008332682820054,3.011946967132057e+135,315.1458333333333
20664,420621.0,2008.0,12869.0,6.043918056953716e-05,0.0002593136831186,2.6447246943791858e-05,0.2505395076238698,0.0,6.900354257557463e+130,89.66666666666667
20668,331141.0,2007.0,,0.0009957993161296,0.0045394815434237,5.589176905585383e-05,0.2750004869601368,,2.2351816949728383e+173,177.56140350877192
20712,378721.0,2006.0,8574.0,1.4664988766664728e-08,0.0001499587613406,3.859365358879568e-05,0.18325044737712,0.0,6.78554830788344e+129,3.5
20741,380216.0,2009.0,9043.0,6.014891053145799e-05,0.0003748969033515,2.8713381394653114e-05,0.247905266677023,0.0,1.1424155916173389e+137,67.0
20743,394230.0,2008.0,,,,,,,,
20820,83992.0,2010.0,,6.020616810342537e-07,9.337504085158036e-05,1.857780562765823e-05,0.2005953414720803,,2.2740823571611576e+156,13.5
20824,255513.0,2010.0,3049.0,0.000322681619577,0.0029241958461423,5.4539708127137495e-05,0.2758625521047181,1.4295368057343447e-05,3.28328991691958e+138,98.23076923076924
20833,100374.0,2010.0,9970.0,0.0015623042505284,0.004048886556197,4.737968932757507e-05,0.2980193906779005,0.0,7.702673321133442e+139,187.44444444444449
20952,101132.0,2009.0,2887.0,0.0015029288233779,0.004048886556197,4.803320213355826e-05,0.2984648482884579,0.0,7.125153158218417e+139,218.09259259259255
20964,351977.0,2003.0,,0.0004696175031004,0.0027077609206387,2.966394240710506e-05,0.2773262983496357,,4.947757838333836e+172,174.63235294117646
20969,100784.0,2007.0,8224.0,2.483238915076433e-31,7.497938067031566e-05,7.49737591842855e-05,7.497938067031566e-05,0.0,1.5430806348152422,1.0
20981,493676.0,2010.0,,8.736867452213453e-05,0.0029991752268126,6.99189130257514e-05,0.2584339470823554,0.0,2.4066788285406555e+137,62.375
21000,394363.0,2008.0,,3.207118141853988e-07,7.497938067031566e-05,1.5300789223625562e-05,0.1944394477345075,0.0,3.2477671584771884e+132,12.0
21048,372244.0,2009.0,,3.283440014300401e-06,0.0001499587613406,1.4669381759801756e-05,0.2183250905911783,0.0,3.397808095890225e+134,16.0
21064,238588.0,2008.0,9895.0,0.0021682807574038,0.0028492164654719,3.108909060044179e-05,0.3006871046881517,0.0,1.4829812933901043e+140,318.3157894736842
21078,102016.0,2006.0,,0.0001321125212568,0.0009337504085158,2.4385558037279296e-05,0.2601318957824228,,1.0935420458281424e+161,104.4
21105,102686.0,2008.0,,,,,,,,
21106,102971.0,2006.0,,1.110417255472314e-05,0.0001499587613406,1.3173291361473731e-05,0.2388604752584537,5.216647434883268e-08,3.890487328366267e+135,45.0
21108,102247.0,2008.0,,,,,,,,
21158,102668.0,2009.0,,,,,,,,
21166,102774.0,2009.0,2165.0,4.5849738210321066e-05,0.0031491339881532,7.975650613762564e-05,0.2518955187150661,9.730048681704548e-06,6.621563215425701e+136,57.04761904761905
21211,266087.0,2009.0,2712.0,1.048043847572027e-06,0.0002564102564102,3.181623779509161e-05,0.2105329176222294,0.0,3.827999969199222e+142,19.5
21227,101705.0,2010.0,,2.4487427494836964e-30,7.497938067031566e-05,5.222853369484743e-05,9.997250756042088e-05,0.0,1.5890917783042848,2.0
21229,103116.0,2008.0,,,,,,,,
21233,103167.0,2010.0,,0.0071000709441618,0.0072365656659974,5.886758760157315e-05,0.3111889771282914,,3.1713820041385794e+164,403.8258064516129
21254,348931.0,2006.0,,,,,,,,
21273,231022.0,2010.0,,,,,,,,
21290,103595.0,2002.0,10301.0,2.975248619698695e-07,0.0001499587613406,1.847420188053652e-05,0.2057049024021732,0.0,2.7910786113168534e+132,26.0
21319,103295.0,2009.0,,0.0047030876041422,0.0067481442603284,5.863771512640277e-05,0.3174445660234085,0.0,6.974948163473656e+140,315.9
21320,103809.0,2007.0,,,,,,,,
21344,311567.0,2005.0,,1.502526756015157e-06,0.0001499587613406,2.3732236772714695e-05,0.2123193772593702,0.0,7.128878805956103e+133,49.0
21371,247157.0,2002.0,4213.0,0.0003150376000724,0.0030741546074829,6.030050732334928e-05,0.2624534995160432,0.0,3.133194028237414e+138,74.1219512195122
21386,223412.0,2006.0,,,,,,,,
21401,114958.0,2009.0,4563.0,0.0104435941154859,0.0145459998500412,0.0001211502530481,0.3387039288241595,0.0001063345294002,3.440297722792568e+141,312.9587628865979
21435,115251.0,2003.0,,,,,,,,
21445,110671.0,2008.0,10319.0,8.112114226058941e-07,7.497938067031566e-05,1.309045041746849e-05,0.211972941222716,0.0,2.0769357650127708e+133,35.0
21472,115497.0,2008.0,10464.0,3.5135647326382826e-05,0.0002999175226812,2.0754143330464588e-05,0.2495115023514316,2.068850877255638e-05,3.892820066412204e+136,105.0
21482,115554.0,2010.0,,0.0031050967097087,0.0043488040788783,4.464447425317876e-05,0.3159192398147467,0.0,3.0406499404775875e+140,323.13793103448273
21491,189123.0,2007.0,4571.0,0.0013835788778007,0.0041988453175376,5.59965166211418e-05,0.2961775414524287,6.199590195070402e-05,6.004689454364501e+139,230.625
21524,183391.0,2008.0,,,,,,,,
21529,183398.0,2010.0,4369.0,0.0006850899454473,0.0016495463747469,3.245256632811995e-05,0.295059095176147,3.0661449714274754e-05,1.4809044572452607e+139,200.9090909090909
21531,183431.0,2003.0,6124.0,0.0001683717694119,0.0011246907100547,2.9312128568834784e-05,0.2737683332686009,0.0,8.936036663383481e+137,108.33333333333331
21539,88650.0,2010.0,,,,,,,,
21566,224787.0,2009.0,,,,,,,,
21584,183742.0,2010.0,9877.0,0.0178782219491183,0.0214441028717102,0.0001592713084931,0.3428611267168151,0.0001017472232726,1.0081699781260962e+142,343.0104895104895
21620,183101.0,2009.0,3390.0,8.49626876239223e-06,0.0002249381420109,1.9716263963948063e-05,0.2391412445189984,0.0,2.2764245546709372e+135,46.66666666666666
21621,326445.0,2008.0,,,,,,,,
21668,184226.0,2001.0,4163.0,1.6274118575279387e-05,0.0007497938067031,4.9783615659019405e-05,0.2453666986942113,3.963393728443533e-05,8.357088855523795e+135,25.6
21671,184282.0,2009.0,998.0,1.9772309452840068e-05,7.497938067031566e-05,1.1977916693537826e-05,0.2413627518045646,0.0,1.2325692435940312e+136,121.0
21685,184332.0,2009.0,9678.0,0.0008978645505581,0.0014246082327359,2.245629318398409e-05,0.2913360777638302,0.0,2.543819359211388e+139,265.05263157894734
21689,367603.0,2005.0,7181.0,5.604107225410838e-26,0.0002999175226812,7.71743978858796e-05,0.0003374072130164,0.0,11.750097915797754,4.5
21725,184573.0,2009.0,,3.040714113512772e-08,0.000274529182452,3.530556919301954e-05,0.1840353570378651,0.0,2.1969022996501807e+145,9.4
21734,254782.0,2010.0,6617.0,0.0186610756031308,0.0155207317987553,0.0001086887601265,0.3361905519944226,0.0,1.0991644958836823e+142,410.2850241545894
21777,184788.0,2006.0,9402.0,1.6318726761998347e-06,0.0007497938067031,3.5927540481166594e-05,0.2075660193677738,0.0,8.384109173895948e+133,25.5
21796,189117.0,2010.0,1122.0,0.0004678942494861,0.0046487216015595,0.0001310897230568,0.281237338918026,0.0004220774621062,6.906994259234147e+138,77.51612903225806
21801,184957.0,2008.0,,,,,,,,
21807,185008.0,2008.0,5158.0,8.45368793533677e-06,0.0009747319487141,4.46347295257531e-05,0.2374716903959194,0.0,2.2435020243157608e+135,27.384615384615383
21808,185011.0,2002.0,,2.786257930326571e-32,0.0001400625612773,4.668534080298786e-05,0.0001400625612773,,5.297293811675502,3.0
21820,185124.0,2007.0,4171.0,7.62446129357641e-05,0.0009747319487141,6.52850533814799e-05,0.2621727186859832,0.0003734749287473,1.8346469869764821e+137,58.30769230769231
21869,185354.0,2010.0,10371.0,2.483238915076433e-31,7.497938067031566e-05,7.49737591842855e-05,7.497938067031566e-05,0.0,1.5430806348152435,1.0
21876,223995.0,2010.0,6989.0,5.349967318335447e-06,0.0002999175226812,4.367740530393544e-05,0.2331986585517781,0.0001358442672357,9.028579394313249e+134,26.0
21893,185501.0,2009.0,2253.0,0.0005560737356452,0.0034490515108345,8.126025061498557e-05,0.2948896369237554,0.00037113922025,9.753219947946972e+138,116.2391304347826
21905,403544.0,2009.0,6895.0,4.8328673300798353e-29,0.0001499587613406,7.49737591842855e-05,0.0001499587613406,0.0,2.70827166042452,2.0
21925,323694.0,2001.0,7472.0,1.319400922432364e-05,0.0005998350453625,3.3763857137381764e-05,0.2445763960831337,0.0,5.489239599781832e+135,26.375
21945,249816.0,2009.0,4404.0,0.0004229433512863,0.0018744845167578,5.200273335332016e-05,0.2811126932272367,8.166377650888088e-05,5.640905439052078e+138,110.32
21949,308538.0,2007.0,4363.0,0.0015671650056966,0.0073076923076923,6.26119980341856e-05,0.2902552211751828,0.0,8.563524818705316e+148,177.2982456140351
21968,185834.0,2005.0,4398.0,0.0002239007955193,0.0010497113293844,4.074278657393446e-05,0.2758625521047181,0.0001348346961034,1.580236797145603e+138,109.5
21986,185956.0,2002.0,,8.502984406514193e-37,4.6687520425790186e-05,4.668534080298786e-05,4.6687520425790186e-05,,1.5430806348152457,1.0
22001,186019.0,2006.0,,7.924169562497574e-05,0.0001499587613406,1.2246269251762024e-05,0.2452997150423622,0.0,1.983214372723389e+137,220.0
22021,186146.0,2008.0,,,,,,,,
22049,186306.0,2009.0,9298.0,9.595512050700872e-05,0.0005998350453625,2.342200536144731e-05,0.2562109914249048,0.0,2.906835740478632e+137,70.375
22054,32551.0,2001.0,,3.857217453573848e-07,5.490583649041893e-05,9.848587465321809e-06,0.1984362736004575,0.0,3.56248628315819e+147,28.0
22065,186401.0,2003.0,,1.1001034397759175e-31,6.41025641025641e-05,6.409845522722902e-05,6.41025641025641e-05,0.0,1.5430806348152433,1.0
22095,186543.0,2007.0,9368.0,0.0022231775819079,0.0031410256410256,3.2315989805120975e-05,0.3039058201916319,0.0,1.724388323121345e+149,315.265306122449
22108,350478.0,2008.0,,,,,,,,
22128,642204.0,2010.0,9395.0,3.163798850449703e-06,0.0007497938067031,5.13750006613642e-05,0.2185153424686821,0.0,3.1601016206790414e+134,25.4
22141,14305.0,2001.0,,1.9178367638430585e-05,0.0001499587613406,1.339902873573117e-05,0.238237728106874,0.0,1.1606770709494376e+136,100.5
22147,186818.0,2010.0,9019.0,0.0003313662947292,0.0003748969033515,1.60774572948399e-05,0.2764779377978748,0.0,3.463397727785559e+138,340.6
22155,19469.0,2007.0,,,,,,,,
22177,292859.0,2008.0,,1.2532754820006009e-05,0.0001098116729808,1.2175965400793228e-05,0.2275172027005973,1.1437698989833826e-06,3.761153561303389e+150,60.0
22206,230319.0,2000.0,8389.0,0.0035812003454305,0.0041238659368673,4.568801644520739e-05,0.3194099050333882,0.0,4.0442889361892805e+140,373.54545454545456
22235,296675.0,2008.0,,0.0004421448463707,0.0018208132966058,3.053674598747216e-05,0.2668036074142216,,1.2303069169209431e+162,135.28205128205127
22311,238593.0,2007.0,3555.0,5.579096958529709e-06,0.0018744845167578,7.291635544629161e-05,0.2329165674626759,0.0,9.814552516534467e+134,29.0
22317,72377.0,2010.0,,1.734995127889147e-06,0.0001499587613406,1.5127425578349772e-05,0.2210599170534702,0.0,9.487197246517043e+133,35.5
22319,188080.0,2009.0,,,,,,,,
22322,188192.0,2008.0,,,,,,,,
22336,301970.0,2000.0,7182.0,7.0258865771942556e-09,0.0002999175226812,6.273003433508212e-05,0.1770868231391075,0.0,1.5513813895577253e+129,6.0
22342,256467.0,2009.0,13107.0,0.0006450863423422,0.0009333992203371,1.590107180893588e-05,0.2731787670561481,0.0,9.961128991423641e+153,254.05882352941177
22345,188229.0,2010.0,,0.0056133695359962,0.0118119426677249,6.362074165731303e-05,0.2964254594506815,,1.9592954573109196e+164,331.30830039525694
22355,242804.0,2006.0,4227.0,7.989407399943628e-05,0.0015745669940766,4.292378716605388e-05,0.2573360915996543,0.0,2.0020909242098817e+137,54.80952380952381
22358,497521.0,2008.0,,,,,,,,
22381,229506.0,2009.0,11355.0,0.0005479985748933,0.0031410256410256,5.414269188473439e-05,0.2787007379501294,0.0,1.0479889339949142e+148,137.3469387755102
22403,188477.0,2009.0,,7.367845052800327e-07,5.490583649041893e-05,1.0004001654337413e-05,0.2055044465027491,0.0,1.2999553978026108e+148,24.0
22417,264049.0,2010.0,,2.275554914150937e-07,7.497938067031566e-05,1.561346329074178e-05,0.2029902591185285,0.0,1.6345624863706386e+132,13.0
22419,187142.0,2003.0,2102.0,0.0074014817625385,0.0110219689585364,0.0001168739103155,0.3305935606486729,0.0005207177739209,1.7278801288859974e+141,290.4557823129252
22514,110918.0,2010.0,,1.1990649301061944e-05,7.497938067031566e-05,1.2379071004107688e-05,0.2397154259379987,0.0,4.534375390148858e+135,167.0
22560,189387.0,2010.0,,2.65804165044972e-06,5.490583649041893e-05,8.918461567121373e-06,0.2186100680425242,0.0,1.6904126991531177e+149,48.0
22622,154751.0,2005.0,,,,,,,,
22625,360620.0,2010.0,7629.0,0.0005479985748933,0.0031410256410256,5.414269188473439e-05,0.2787007379501294,0.0,1.0479889339949142e+148,137.3469387755102
22680,643496.0,2010.0,,,,,,,,
22685,220759.0,2005.0,,,,,,,,
22692,220801.0,2005.0,,,,,,,,
22751,221829.0,2004.0,,,,,,,,
22793,229272.0,2001.0,,,,,,,,
22825,222726.0,2009.0,9817.0,9.243042177454464e-06,0.0001499587613406,1.3381811793304544e-05,0.2214458139759532,0.0,2.693998102502666e+135,38.5
22830,222824.0,2005.0,3302.0,0.0002217895104112,0.0010497113293844,2.627189343257965e-05,0.2665341632460046,0.0,1.5523237982971615e+138,98.92857142857144
22848,615477.0,2008.0,8740.0,2.007562300301781e-06,0.0002249381420109,3.208944010304264e-05,0.2212731289578723,0.0,1.271350290677443e+134,14.666666666666666
22851,90706.0,2006.0,,,,,,,,
22854,416540.0,2004.0,,,,,,,,
